,pid,num_targets,target_w,target_d,iteration,time
0,0,10,20,140,0,0.0
1,0,10,20,140,1,4.308259725570679
2,0,10,20,140,2,2.960050582885742
3,0,10,20,140,3,2.378734588623047
4,0,10,20,140,4,2.6601979732513428
5,0,10,20,140,5,3.7997145652770996
6,0,10,20,140,6,3.1919593811035156
7,0,10,20,140,7,2.6610183715820312
8,0,10,20,140,8,3.658498525619507
9,0,10,20,140,9,2.3928849697113037
